Elementos,0%,1%,2%,3%,4%,5%,6%,7%,8%,9%,10%,11%,12%,13%,14%,15%,16%,17%,18%,19%,20%,21%,22%,23%,24%,25%,26%,27%,28%,29%,30%,31%,32%,33%,34%,35%,36%,37%,38%,39%,40%,41%,42%,43%,44%,45%,46%,47%,48%,49%,50%,51%,52%,53%,54%,55%,56%,57%,58%,59%,60%,61%,62%,63%,64%,65%,66%,67%,68%,69%,70%,71%,72%,73%,74%,75%,76%,77%,78%,79%,80%,81%,82%,83%,84%,85%,86%,87%,88%,89%,90%,91%,92%,93%,94%,95%,96%,97%,98%,99%,100%,101%
2000,0.011770,0.009779,0.009208,0.009676,0.009778,0.011459,0.010259,0.009091,0.012476,0.015604,0.013690,0.014683,0.010200,0.012617,0.011217,0.009272,0.009485,0.009140,0.009924,0.010467,0.008928,0.009329,0.010134,0.009212,0.009717,0.011356,0.010173,0.010261,0.010240,0.009778,0.009109,0.009780,0.010872,0.009209,0.009152,0.011427,0.009270,0.009970,0.009260,0.009516,0.009664,0.010277,0.009220,0.009506,0.009486,0.009450,0.010482,0.011213,0.011358,0.011063,0.009570,0.010414,0.009962,0.011564,0.011882,0.010203,0.010320,0.011870,0.012051,0.012249,0.012058,0.009987,0.010559,0.010724,0.010422,0.011096,0.010202,0.010916,0.010302,0.010414,0.010693,0.011686,0.011645,0.013174,0.013270,0.017282,0.012881,0.013427,0.011191,0.012017,0.013903,0.012584,0.011062,0.019541,0.011155,0.029791,0.016803,0.012347,0.013707,0.013330,0.011442,0.013670,0.013164,0.018942,0.012428,0.012905,0.013852,0.015888,0.014697,0.013174,0.015711,0.014039
2500,0.014661,0.015125,0.014651,0.013442,0.013554,0.015712,0.015411,0.015532,0.015303,0.015451,0.013529,0.013712,0.013645,0.013848,0.014235,0.014412,0.013983,0.013781,0.013852,0.013750,0.014675,0.014296,0.013869,0.014413,0.014814,0.013871,0.014534,0.014027,0.014070,0.016022,0.016508,0.016156,0.016180,0.014361,0.014284,0.016461,0.015782,0.016535,0.016743,0.016809,0.015843,0.014748,0.016094,0.017447,0.014683,0.014740,0.016490,0.017020,0.016377,0.017696,0.018396,0.017523,0.015636,0.015316,0.015347,0.015410,0.015638,0.017185,0.018530,0.015814,0.015676,0.016079,0.015566,0.015634,0.015709,0.015891,0.016164,0.017570,0.019980,0.017258,0.016033,0.015991,0.017525,0.018225,0.018713,0.017586,0.017229,0.018289,0.021439,0.016997,0.021708,0.020049,0.021489,0.017378,0.017523,0.018287,0.027078,0.023974,0.023208,0.018775,0.018309,0.021219,0.023632,0.024302,0.018628,0.020517,0.020012,0.021741,0.023124,0.024389,0.023379,0.030662
3000,0.021803,0.021783,0.021788,0.021811,0.021052,0.021267,0.021554,0.019691,0.019542,0.021035,0.019872,0.021508,0.021703,0.019457,0.020906,0.023298,0.019661,0.020008,0.021275,0.019922,0.020571,0.019970,0.021779,0.021090,0.021757,0.022753,0.022779,0.023009,0.022949,0.023800,0.020427,0.020476,0.020565,0.021590,0.021428,0.023101,0.020830,0.022277,0.025067,0.025015,0.020825,0.023368,0.023758,0.023176,0.032757,0.022295,0.021686,0.023444,0.025239,0.025301,0.024149,0.024892,0.029217,0.026160,0.026975,0.027211,0.035055,0.022144,0.022436,0.026939,0.022974,0.023096,0.022885,0.022580,0.024247,0.023789,0.029344,0.024633,0.026525,0.028913,0.028974,0.026004,0.028268,0.026809,0.023996,0.024039,0.029320,0.024994,0.027842,0.028672,0.028228,0.029818,0.027747,0.032115,0.027870,0.030624,0.025934,0.027227,0.027333,0.031845,0.040893,0.032069,0.027099,0.027891,0.113452,0.037551,0.077603,0.060483,0.042457,0.042527,0.048398,0.050947
3500,0.048936,0.029701,0.030937,0.045523,0.040391,0.034006,0.028543,0.030050,0.030512,0.027748,0.027660,0.029494,0.035128,0.028677,0.026758,0.028646,0.029191,0.028521,0.030450,0.030871,0.029879,0.027109,0.028196,0.029840,0.027557,0.027294,0.028397,0.029515,0.030813,0.028915,0.029231,0.029045,0.027844,0.028892,0.031930,0.029806,0.030927,0.030719,0.030396,0.031163,0.028630,0.028964,0.029131,0.033496,0.033912,0.033340,0.034212,0.034178,0.032680,0.030178,0.029841,0.029900,0.033872,0.029710,0.029799,0.029745,0.033528,0.032323,0.030247,0.031688,0.030897,0.030903,0.031807,0.037481,0.035902,0.032958,0.032298,0.033807,0.032303,0.039160,0.036590,0.039902,0.034388,0.038818,0.041217,0.036922,0.041706,0.038539,0.042547,0.041333,0.043244,0.035421,0.039963,0.040513,0.043075,0.036014,0.042890,0.045004,0.036652,0.041309,0.041446,0.037868,0.038917,0.037537,0.038507,0.047956,0.045463,0.044763,0.045770,0.039228,0.042009,0.046301
4000,0.036720,0.044921,0.037830,0.035952,0.039670,0.036713,0.040719,0.036885,0.037657,0.038610,0.037286,0.038924,0.045292,0.040703,0.035446,0.037205,0.037621,0.039505,0.036076,0.038435,0.039316,0.038232,0.039964,0.036415,0.037792,0.036058,0.038103,0.036394,0.036974,0.036526,0.037488,0.036829,0.036427,0.036538,0.038116,0.037507,0.041890,0.038295,0.039697,0.041621,0.037860,0.037670,0.041337,0.039865,0.038775,0.037480,0.037884,0.040959,0.040782,0.040898,0.038841,0.039098,0.041638,0.041701,0.042159,0.045078,0.039717,0.040316,0.045839,0.041233,0.056193,0.041247,0.047190,0.044097,0.044134,0.045570,0.041061,0.047172,0.048760,0.044173,0.046260,0.045891,0.050628,0.046718,0.047245,0.044026,0.044522,0.055285,0.055283,0.051608,0.058396,0.051043,0.058272,0.050381,0.051774,0.060207,0.049246,0.050619,0.048830,0.053239,0.050968,0.057169,0.057947,0.063564,0.057315,0.064024,0.056330,0.052110,0.061032,0.060366,0.055109,0.074145
4500,0.047409,0.047706,0.045194,0.048668,0.045942,0.046351,0.048787,0.044555,0.046706,0.049456,0.050408,0.046002,0.047993,0.050005,0.050742,0.049267,0.050086,0.050343,0.050309,0.055327,0.050693,0.051374,0.050493,0.050686,0.052722,0.050877,0.052058,0.052679,0.048631,0.048226,0.045810,0.047308,0.046149,0.052403,0.048690,0.050110,0.045878,0.048413,0.046172,0.047523,0.048961,0.050678,0.047415,0.049442,0.051849,0.051429,0.052479,0.051847,0.055255,0.051098,0.048829,0.056887,0.057268,0.048865,0.056222,0.052306,0.057535,0.050283,0.052093,0.050859,0.051091,0.055717,0.052957,0.063921,0.060191,0.059916,0.058912,0.053373,0.054883,0.054916,0.058369,0.054007,0.059637,0.062842,0.063931,0.057120,0.059259,0.070744,0.063112,0.058621,0.060409,0.070555,0.069868,0.059621,0.067645,0.069442,0.071087,0.071896,0.068363,0.073767,0.065646,0.064567,0.068712,0.066247,0.068139,0.067018,0.073533,0.072383,0.068006,0.075346,0.078005,0.080485
5000,0.058679,0.060888,0.054661,0.055241,0.053980,0.055469,0.054768,0.059489,0.055292,0.054410,0.056125,0.060579,0.061451,0.057599,0.056897,0.056028,0.059477,0.059693,0.057238,0.055726,0.055897,0.055567,0.056081,0.058567,0.056703,0.058545,0.060854,0.058171,0.057883,0.057234,0.065004,0.063313,0.059691,0.059838,0.059352,0.062856,0.057785,0.060374,0.057346,0.063375,0.058003,0.058126,0.060643,0.060548,0.058837,0.060247,0.067017,0.060016,0.065076,0.063777,0.065246,0.064600,0.062171,0.060965,0.061922,0.061987,0.069790,0.070524,0.068604,0.069508,0.073027,0.069624,0.066818,0.074981,0.065510,0.065864,0.069675,0.081194,0.065994,0.070701,0.072549,0.077885,0.075949,0.075535,0.076267,0.078262,0.080930,0.080220,0.076384,0.072656,0.087142,0.079729,0.082168,0.075408,0.084588,0.083967,0.084870,0.083843,0.089584,0.085125,0.084760,0.082239,0.086673,0.092360,0.090228,0.092440,0.096353,0.084855,0.092202,0.088207,0.089063,0.111727
5500,0.069644,0.073375,0.071322,0.066253,0.069396,0.070927,0.066231,0.073178,0.071383,0.067989,0.069776,0.066044,0.066449,0.071147,0.068990,0.076816,0.073791,0.070420,0.067909,0.066995,0.072081,0.067491,0.068924,0.067977,0.069532,0.068846,0.068724,0.070743,0.069287,0.072734,0.071460,0.073897,0.077424,0.070508,0.071415,0.069378,0.077263,0.074573,0.075988,0.070624,0.070166,0.080332,0.079507,0.071138,0.073030,0.074155,0.081427,0.077059,0.072134,0.073387,0.075545,0.080610,0.077476,0.078681,0.083230,0.079185,0.079927,0.079922,0.079171,0.076887,0.077400,0.079785,0.082493,0.078601,0.092807,0.082255,0.084410,0.092527,0.094517,0.082802,0.089726,0.083924,0.088794,0.097641,0.094441,0.095118,0.103254,0.092748,0.087322,0.092675,0.089763,0.098823,0.095828,0.102132,0.104553,0.093910,0.099173,0.099042,0.116436,0.109457,0.102044,0.121529,0.108483,0.118656,0.108729,0.115747,0.109149,0.109654,0.116691,0.106117,0.109062,0.112510
6000,0.084078,0.081353,0.083781,0.085897,0.087380,0.081032,0.080282,0.084177,0.079152,0.078770,0.078947,0.084263,0.078362,0.082668,0.079748,0.081493,0.082680,0.082746,0.086394,0.081588,0.086657,0.081447,0.084814,0.081466,0.082177,0.082508,0.088390,0.084731,0.086391,0.090280,0.085403,0.092295,0.090942,0.083414,0.090437,0.091741,0.083024,0.086592,0.085403,0.089483,0.088291,0.088937,0.094424,0.090980,0.085107,0.087416,0.091015,0.091746,0.095063,0.095395,0.102806,0.100871,0.095785,0.098798,0.098359,0.093764,0.091261,0.094774,0.098447,0.105283,0.094280,0.104968,0.095916,0.094461,0.107943,0.107021,0.102078,0.114100,0.104752,0.098274,0.104351,0.109232,0.100680,0.102884,0.107392,0.107501,0.124328,0.110254,0.113937,0.107367,0.128751,0.117797,0.124389,0.122244,0.134249,0.122835,0.125617,0.122212,0.124128,0.122756,0.121567,0.125008,0.150822,0.127668,0.138655,0.139689,0.135005,0.134817,0.130727,0.141160,0.136866,0.141672
